Number_of_Bulges,Number_of_Loops,Number_of_Junctions,Number_of_Helices,Number_of_Bonds,Abstract shape Lev5,Shape counts,Total Shapes,Shannons Entropy H,2^H
3,2,0,8,35,['[[][]][]' '[][][][]' '[][][][]' '[][]' '[][][]']," '[][][][]': 2, '[[][]][]': 1, '[][]': 1, '[][][]': 1 ",5,1.921928095,3.789291416
2,1,0,5,23,['[][]' '[][[][]]' '[][][]' '[]' '[][]']," '[][]': 2, '[][[][]]': 1, '[][][]': 1, '[]': 1 ",5,1.921928095,3.789291416
1,2,0,10,27,['[][]' '[][][]' '[[][]]' '[][][]' '[[][]]']," '[][][]': 2, '[[][]]': 2, '[][]': 1 ",5,1.521928095,2.871745887
1,3,0,8,22,['[]' '[][]' '[][]' '[][][]' '[][]']," '[][]': 3, '[]': 1, '[][][]': 1 ",5,1.370950594,2.58640929
3,1,0,8,24,['[][]' '[[][]][][]' '[][][]' '[]' '[][]']," '[][]': 2, '[[][]][][]': 1, '[][][]': 1, '[]': 1 ",5,1.921928095,3.789291416
4,1,0,8,29,['[]' '[[][][]]' '[]' '[[][]][][]' '[][][]']," '[]': 2, '[[][][]]': 1, '[[][]][][]': 1, '[][][]': 1 ",5,1.921928095,3.789291416
1,2,0,11,29,['[[][][]]' '[][][]' '[]' '[][]' '[][]']," '[][]': 2, '[[][][]]': 1, '[][][]': 1, '[]': 1 ",5,1.921928095,3.789291416
2,1,0,5,20,['[]' '[][]' '[]' '[][[][][]]' '[][][]']," '[]': 2, '[][]': 1, '[][[][][]]': 1, '[][][]': 1 ",5,1.921928095,3.789291416
0,2,1,5,30,['[[][]]' '[][]' '[][]' '[[][]][]' '[][]']," '[][]': 3, '[[][]]': 1, '[[][]][]': 1 ",5,1.370950594,2.58640929
2,3,1,8,23,['[[][][]]' '[][[][][]][]' '[][][][]' '[][]' '[]']," '[[][][]]': 1, '[][[][][]][]': 1, '[][][][]': 1, '[][]': 1, '[]': 1 ",5,2.321928095,5
4,2,0,10,34,['[][]' '[]' '[][][]' '[][][]' '[[][]]']," '[][][]': 2, '[][]': 1, '[]': 1, '[[][]]': 1 ",5,1.921928095,3.789291416
3,3,1,10,32,['[][][][]' '[][]' '[[][]]' '[][]']," '[][]': 2, '[][][][]': 1, '[[][]]': 1 ",4,1.5,2.828427125
2,3,1,9,27,['[]' '[][][]' '[][][]' '[][][]']," '[][][]': 3, '[]': 1 ",4,0.811278124,1.754765351
1,4,1,8,25,['[[][[][]]]' '[]' '[][]' '[[][]][]']," '[[][[][]]]': 1, '[]': 1, '[][]': 1, '[[][]][]': 1 ",4,2,4
4,1,0,8,30,['[]' '[][]' '[[][][]]' '[][]']," '[][]': 2, '[]': 1, '[[][][]]': 1 ",4,1.5,2.828427125
3,3,1,8,33,['[][[][]]' '[][]' '[[][]]' '[]']," '[][[][]]': 1, '[][]': 1, '[[][]]': 1, '[]': 1 ",4,2,4
2,4,1,7,29,['[[][][]]' '[][]' '[[][]]' '[][]']," '[][]': 2, '[[][][]]': 1, '[[][]]': 1 ",4,1.5,2.828427125
2,3,0,9,25,['[]' '[[][]]' '[[][][]]' '[[][]]']," '[[][]]': 2, '[]': 1, '[[][][]]': 1 ",4,1.5,2.828427125
2,2,1,7,34,['[[][][]]' '[][]' '[][]' '[]']," '[][]': 2, '[[][][]]': 1, '[]': 1 ",4,1.5,2.828427125
2,1,0,11,29,['[]' '[][[][]]' '[][]' '[][][]']," '[]': 1, '[][[][]]': 1, '[][]': 1, '[][][]': 1 ",4,2,4
2,3,1,9,34,['[][][]' '[][]' '[][]' '[][][]']," '[][][]': 2, '[][]': 2 ",4,1,2
2,3,0,5,23,['[]' '[][]' '[][]' '[[][]]']," '[][]': 2, '[]': 1, '[[][]]': 1 ",4,1.5,2.828427125
2,3,0,8,34,['[][][]' '[][][]' '[][][]' '[[[][]][]]']," '[][][]': 3, '[[[][]][]]': 1 ",4,0.811278124,1.754765351
2,3,0,6,20,['[]' '[]' '[[][]]' '[][]']," '[]': 2, '[[][]]': 1, '[][]': 1 ",4,1.5,2.828427125
2,4,1,9,28,['[][][]' '[[][]]' '[][]' '[]']," '[][][]': 1, '[[][]]': 1, '[][]': 1, '[]': 1 ",4,2,4
3,2,1,9,27,['[][[][]]' '[[][]]' '[[][][][]]' '[][[][]]']," '[][[][]]': 2, '[[][]]': 1, '[[][][][]]': 1 ",4,1.5,2.828427125
2,2,1,6,33,['[][]' '[][]' '[[][]]' '[[][][]]']," '[][]': 2, '[[][]]': 1, '[[][][]]': 1 ",4,1.5,2.828427125
2,2,1,6,31,['[[][]][]' '[]' '[[][]]' '[[][][]]']," '[[][]][]': 1, '[]': 1, '[[][]]': 1, '[[][][]]': 1 ",4,2,4
2,2,1,5,24,['[][][]' '[][]' '[][]' '[][][]']," '[][][]': 2, '[][]': 2 ",4,1,2
3,3,1,7,29,['[[][[][]]]' '[][]' '[[][][][]]' '[[][]]']," '[[][[][]]]': 1, '[][]': 1, '[[][][][]]': 1, '[[][]]': 1 ",4,2,4
4,1,0,10,29,['[[][][]]' '[][[][]]' '[][]' '[[][]]']," '[[][][]]': 1, '[][[][]]': 1, '[][]': 1, '[[][]]': 1 ",4,2,4
1,3,2,7,26,['[][]' '[[][]]' '[][]' '[]']," '[][]': 2, '[[][]]': 1, '[]': 1 ",4,1.5,2.828427125
1,3,2,7,28,['[][]' '[][][]' '[][][]' '[][]']," '[][]': 2, '[][][]': 2 ",4,1,2
1,4,1,9,29,['[][]' '[][][]' '[[][]][]' '[[][][]]']," '[][]': 1, '[][][]': 1, '[[][]][]': 1, '[[][][]]': 1 ",4,2,4
1,3,2,8,29,['[][][]' '[][]' '[[][]]' '[[][]][]']," '[][][]': 1, '[][]': 1, '[[][]]': 1, '[[][]][]': 1 ",4,2,4
2,4,0,9,31,['[][][]' '[]' '[]' '[][]']," '[]': 2, '[][][]': 1, '[][]': 1 ",4,1.5,2.828427125
1,4,1,9,30,['[][][][]' '[[][]]' '[]' '[[][]]']," '[[][]]': 2, '[][][][]': 1, '[]': 1 ",4,1.5,2.828427125
4,1,0,9,33,['[][]' '[][]' '[]' '[]']," '[][]': 2, '[]': 2 ",4,1,2
1,4,1,9,27,['[[][][][]]' '[][]' '[][][]' '[][]']," '[][]': 2, '[[][][][]]': 1, '[][][]': 1 ",4,1.5,2.828427125
2,3,1,8,36,['[[][]][]' '[]' '[[][]]' '[[][]]']," '[[][]]': 2, '[[][]][]': 1, '[]': 1 ",4,1.5,2.828427125
1,4,0,8,27,['[]' '[]' '[][]' '[[][]]']," '[]': 2, '[][]': 1, '[[][]]': 1 ",4,1.5,2.828427125
3,3,1,7,28,['[][[][]]' '[][][]' '[[][]][]' '[][]']," '[][[][]]': 1, '[][][]': 1, '[[][]][]': 1, '[][]': 1 ",4,2,4
2,1,0,7,21,['[][]' '[][][]' '[][]' '[[][]]']," '[][]': 2, '[][][]': 1, '[[][]]': 1 ",4,1.5,2.828427125
1,4,0,6,22,['[][][]' '[][]' '[[][]][]' '[][][]']," '[][][]': 2, '[][]': 1, '[[][]][]': 1 ",4,1.5,2.828427125
2,3,1,7,34,['[]' '[][[][]]' '[[][][][]]' '[][][]']," '[]': 1, '[][[][]]': 1, '[[][][][]]': 1, '[][][]': 1 ",4,2,4
2,3,0,9,34,['[[][]]' '[[][]]' '[[][]]' '[][]']," '[[][]]': 3, '[][]': 1 ",4,0.811278124,1.754765351
3,3,0,8,34,['[][][]' '[][]' '[][]' '[][][][]']," '[][]': 2, '[][][]': 1, '[][][][]': 1 ",4,1.5,2.828427125
2,3,2,7,30,['[][][]' '[[][][]]' '[]' '[][]']," '[][][]': 1, '[[][][]]': 1, '[]': 1, '[][]': 1 ",4,2,4
2,1,0,5,22,['[][]' '[[][][]]' '[][]' '[[][]]']," '[][]': 2, '[[][][]]': 1, '[[][]]': 1 ",4,1.5,2.828427125
2,1,0,5,21,['[][]' '[]' '[]' '[][[][]]']," '[]': 2, '[][]': 1, '[][[][]]': 1 ",4,1.5,2.828427125
3,2,1,10,29,['[]' '[][]' '[][]' '[[][]]']," '[][]': 2, '[]': 1, '[[][]]': 1 ",4,1.5,2.828427125
1,4,1,6,23,['[][]' '[]' '[][][]' '[][]']," '[][]': 2, '[]': 1, '[][][]': 1 ",4,1.5,2.828427125
1,4,0,7,22,['[][][]' '[][]' '[][][]' '[][]']," '[][][]': 2, '[][]': 2 ",4,1,2
1,4,0,6,31,['[][]' '[][]' '[][][][]' '[][]']," '[][]': 3, '[][][][]': 1 ",4,0.811278124,1.754765351
2,2,0,7,35,['[[][]]' '[][]' '[]' '[[][]][]']," '[[][]]': 1, '[][]': 1, '[]': 1, '[[][]][]': 1 ",4,2,4
4,1,0,8,28,['[[][]]' '[[][]]' '[][]' '[]']," '[[][]]': 2, '[][]': 1, '[]': 1 ",4,1.5,2.828427125
2,2,0,8,35,['[[][]]' '[[][]][]' '[][][]' '[][[][]]']," '[[][]]': 1, '[[][]][]': 1, '[][][]': 1, '[][[][]]': 1 ",4,2,4
3,2,1,10,34,['[][]' '[[][]]' '[][]' '[][][]']," '[][]': 2, '[[][]]': 1, '[][][]': 1 ",4,1.5,2.828427125
2,2,0,10,27,['[[][][]]' '[][][]' '[][][]' '[][]']," '[][][]': 2, '[[][][]]': 1, '[][]': 1 ",4,1.5,2.828427125
1,3,2,6,25,['[[][[][]]]' '[][]' '[][]' '[][]']," '[][]': 3, '[[][[][]]]': 1 ",4,0.811278124,1.754765351
2,1,0,5,18,['[[][]]' '[][]' '[[][]]' '[[][]]']," '[[][]]': 3, '[][]': 1 ",4,0.811278124,1.754765351
2,2,1,9,35,['[][][]' '[][[][]]' '[]' '[][]']," '[][][]': 1, '[][[][]]': 1, '[]': 1, '[][]': 1 ",4,2,4
3,3,1,7,25,['[][][]' '[[][]]' '[[][][]]' '[][]']," '[][][]': 1, '[[][]]': 1, '[[][][]]': 1, '[][]': 1 ",4,2,4
3,3,0,10,27,['[][]' '[][][]' '[][][]' '[][]']," '[][]': 2, '[][][]': 2 ",4,1,2
3,3,0,7,31,['[[][]]' '[[][]]' '[[][][]][]' '[][]']," '[[][]]': 2, '[[][][]][]': 1, '[][]': 1 ",4,1.5,2.828427125
2,3,1,6,31,['[[][]]' '[[][]]' '[[][]][]' '[[][]][]']," '[[][]]': 2, '[[][]][]': 2 ",4,1,2
3,3,1,10,30,['[]' '[[][]]' '[][][]' '[[][]]']," '[[][]]': 2, '[]': 1, '[][][]': 1 ",4,1.5,2.828427125
2,1,0,5,27,['[][[][]]' '[][]' '[[][][][]]' '[][][]']," '[][[][]]': 1, '[][]': 1, '[[][][][]]': 1, '[][][]': 1 ",4,2,4
1,4,0,7,31,['[[][][][]]' '[[][][]]' '[[][][]]' '[][]']," '[[][][]]': 2, '[[][][][]]': 1, '[][]': 1 ",4,1.5,2.828427125
2,2,1,10,28,['[][][][]' '[][][]' '[][]' '[]']," '[][][][]': 1, '[][][]': 1, '[][]': 1, '[]': 1 ",4,2,4
1,4,0,9,29,['[][]' '[[][][]]' '[][]' '[][][][][]']," '[][]': 2, '[[][][]]': 1, '[][][][][]': 1 ",4,1.5,2.828427125
2,4,0,7,30,['[][]' '[[][]]' '[[][][]][]' '[[][]]']," '[[][]]': 2, '[][]': 1, '[[][][]][]': 1 ",4,1.5,2.828427125
2,2,0,5,25,['[[][]][]' '[][][][]' '[][][]' '[[][][]]']," '[[][]][]': 1, '[][][][]': 1, '[][][]': 1, '[[][][]]': 1 ",4,2,4
2,4,1,8,26,['[[][]]' '[][]' '[][][]' '[[[][]][]]']," '[[][]]': 1, '[][]': 1, '[][][]': 1, '[[[][]][]]': 1 ",4,2,4
2,4,1,7,24,['[]' '[][][]' '[][]' '[][]']," '[][]': 2, '[]': 1, '[][][]': 1 ",4,1.5,2.828427125
2,3,1,10,32,['[[][]][][]' '[]' '[][]' '[][]']," '[][]': 2, '[[][]][][]': 1, '[]': 1 ",4,1.5,2.828427125
2,1,0,8,22,['[][]' '[[][]]' '[][][]' '[][]']," '[][]': 2, '[[][]]': 1, '[][][]': 1 ",4,1.5,2.828427125
2,3,1,10,33,['[][]' '[[][]]' '[]' '[][]']," '[][]': 2, '[[][]]': 1, '[]': 1 ",4,1.5,2.828427125
3,3,0,10,28,['[][]' '[][][]' '[][][][]' '[[][]][]']," '[][]': 1, '[][][]': 1, '[][][][]': 1, '[[][]][]': 1 ",4,2,4
2,3,1,9,25,['[][][]' '[][]' '[][]' '[]']," '[][]': 2, '[][][]': 1, '[]': 1 ",4,1.5,2.828427125
1,3,0,5,20,['[[][]]' '[][]' '[]' '[[][]][]']," '[[][]]': 1, '[][]': 1, '[]': 1, '[[][]][]': 1 ",4,2,4
0,3,1,8,34,['[][]' '[][]' '[][]' '[[][]]']," '[][]': 3, '[[][]]': 1 ",4,0.811278124,1.754765351
0,4,1,6,31,['[[][]][]' '[[][]]' '[][]' '[][]']," '[][]': 2, '[[][]][]': 1, '[[][]]': 1 ",4,1.5,2.828427125
1,3,0,5,32,['[][]' '[[][]]' '[[][]]' '[][]']," '[][]': 2, '[[][]]': 2 ",4,1,2
0,4,1,7,23,['[][]' '[][]' '[][]' '[][][]']," '[][]': 3, '[][][]': 1 ",4,0.811278124,1.754765351
5,2,0,9,29,['[][][]' '[][]' '[][]' '[][]']," '[][]': 3, '[][][]': 1 ",4,0.811278124,1.754765351
0,3,0,9,32,['[[][]]' '[]' '[][][][]' '[]']," '[]': 2, '[[][]]': 1, '[][][][]': 1 ",4,1.5,2.828427125
0,3,0,7,21,['[][]' '[[][]]' '[][]' '[][]']," '[][]': 3, '[[][]]': 1 ",4,0.811278124,1.754765351
0,3,0,7,20,['[[][]]' '[][]' '[][]' '[][]']," '[][]': 3, '[[][]]': 1 ",4,0.811278124,1.754765351
0,4,1,8,32,['[][]' '[][]' '[][]' '[][]'], '[][]': 4 ,4,0,1
1,2,1,4,21,['[][[][]]' '[][][]' '[[][]]' '[[][][]]']," '[][[][]]': 1, '[][][]': 1, '[[][]]': 1, '[[][][]]': 1 ",4,2,4
0,4,1,9,30,['[][]' '[][]' '[]' '[][]']," '[][]': 3, '[]': 1 ",4,0.811278124,1.754765351
0,3,0,5,16,['[][][]' '[[][]][]' '[][][]' '[[][]]']," '[][][]': 2, '[[][]][]': 1, '[[][]]': 1 ",4,1.5,2.828427125
0,3,0,4,24,['[][]' '[[][]]' '[][][]' '[[][]]']," '[[][]]': 2, '[][]': 1, '[][][]': 1 ",4,1.5,2.828427125
0,3,0,4,23,['[][[][][]]' '[]' '[][]' '[[][]]']," '[][[][][]]': 1, '[]': 1, '[][]': 1, '[[][]]': 1 ",4,2,4
3,2,0,8,22,['[][][]' '[]' '[]' '[][]']," '[]': 2, '[][][]': 1, '[][]': 1 ",4,1.5,2.828427125
3,1,0,7,30,['[][][][]' '[[][][]]' '[][][]' '[]']," '[][][][]': 1, '[[][][]]': 1, '[][][]': 1, '[]': 1 ",4,2,4
3,2,0,8,24,['[][][]' '[][]' '[[][][][]]' '[][][][]']," '[][][]': 1, '[][]': 1, '[[][][][]]': 1, '[][][][]': 1 ",4,2,4
1,3,0,8,23,['[][][]' '[[][]]' '[]' '[][][]']," '[][][]': 2, '[[][]]': 1, '[]': 1 ",4,1.5,2.828427125
5,2,0,11,31,['[[][]]' '[][]' '[[][]][]' '[][[][]]']," '[[][]]': 1, '[][]': 1, '[[][]][]': 1, '[][[][]]': 1 ",4,2,4
1,2,1,7,20,['[][]' '[][][][]' '[][]' '[[][][]]']," '[][]': 2, '[][][][]': 1, '[[][][]]': 1 ",4,1.5,2.828427125
0,2,1,9,27,['[[][]]' '[[][]]' '[[][][]]' '[[][]]']," '[[][]]': 3, '[[][][]]': 1 ",4,0.811278124,1.754765351
3,1,0,10,28,['[]' '[][]' '[[][]][]' '[][]']," '[][]': 2, '[]': 1, '[[][]][]': 1 ",4,1.5,2.828427125
0,2,1,7,34,['[][]' '[][]' '[[][]]' '[][][]']," '[][]': 2, '[[][]]': 1, '[][][]': 1 ",4,1.5,2.828427125
0,2,1,7,22,['[][[][][]]' '[][]' '[][[][]]' '[][][]']," '[][[][][]]': 1, '[][]': 1, '[][[][]]': 1, '[][][]': 1 ",4,2,4
4,2,0,10,33,['[[][]]' '[][]' '[][][]' '[][][]']," '[][][]': 2, '[[][]]': 1, '[][]': 1 ",4,1.5,2.828427125
0,2,1,5,31,['[[][][]]' '[][]' '[[][]][]' '[]']," '[[][][]]': 1, '[][]': 1, '[[][]][]': 1, '[]': 1 ",4,2,4
0,2,1,5,18,['[][]' '[][]' '[][[][]]' '[][]']," '[][]': 3, '[][[][]]': 1 ",4,0.811278124,1.754765351
4,2,0,8,27,['[][]' '[][][]' '[][]' '[]']," '[][]': 2, '[][][]': 1, '[]': 1 ",4,1.5,2.828427125
0,3,1,4,25,['[]' '[][]' '[]' '[][]']," '[]': 2, '[][]': 2 ",4,1,2
1,3,0,10,29,['[][]' '[]' '[]' '[[][]]']," '[]': 2, '[][]': 1, '[[][]]': 1 ",4,1.5,2.828427125
1,3,0,5,18,['[][]' '[]' '[]' '[[][]][]']," '[]': 2, '[][]': 1, '[[][]][]': 1 ",4,1.5,2.828427125
0,3,2,7,30,['[[][]][]' '[][][]' '[][][]' '[][][]']," '[][][]': 3, '[[][]][]': 1 ",4,0.811278124,1.754765351
0,3,2,7,29,['[][]' '[][][]' '[][]' '[][][]']," '[][]': 2, '[][][]': 2 ",4,1,2
1,2,1,6,19,['[][]' '[[][]]' '[[][]][]' '[]']," '[][]': 1, '[[][]]': 1, '[[][]][]': 1, '[]': 1 ",4,2,4
0,3,2,6,26,['[][]' '[[][]]' '[][]' '[][[][]]']," '[][]': 2, '[[][]]': 1, '[][[][]]': 1 ",4,1.5,2.828427125
0,4,0,5,22,['[][]' '[][]' '[[][]]' '[[][]]']," '[][]': 2, '[[][]]': 2 ",4,1,2
1,2,1,9,25,['[][][]' '[][]' '[][]' '[[][]]']," '[][]': 2, '[][][]': 1, '[[][]]': 1 ",4,1.5,2.828427125
0,3,2,6,24,['[]' '[[][][][]]' '[]' '[][]']," '[]': 2, '[[][][][]]': 1, '[][]': 1 ",4,1.5,2.828427125
3,2,1,7,28,['[]' '[][]' '[][]' '[][]']," '[][]': 3, '[]': 1 ",4,0.811278124,1.754765351
1,2,1,10,30,['[][]' '[[][]]' '[[][][]][]' '[][]']," '[][]': 2, '[[][]]': 1, '[[][][]][]': 1 ",4,1.5,2.828427125
4,3,1,10,34,['[][][]' '[[][][]]' '[][]' '[]']," '[][][]': 1, '[[][][]]': 1, '[][]': 1, '[]': 1 ",4,2,4
0,4,0,7,30,['[][]' '[[][]]' '[][]' '[][][][]']," '[][]': 2, '[[][]]': 1, '[][][][]': 1 ",4,1.5,2.828427125
3,2,1,6,23,['[][[][][]]' '[][]' '[][][][]' '[][]']," '[][]': 2, '[][[][][]]': 1, '[][][][]': 1 ",4,1.5,2.828427125
0,4,0,7,31,['[]' '[][][]' '[[][]]' '[]']," '[]': 2, '[][][]': 1, '[[][]]': 1 ",4,1.5,2.828427125
0,4,0,8,27,['[][][]' '[][][]' '[[][]]' '[]']," '[][][]': 2, '[[][]]': 1, '[]': 1 ",4,1.5,2.828427125
1,2,1,5,18,['[[][]][]' '[][][]' '[][]' '[[][][]]']," '[[][]][]': 1, '[][][]': 1, '[][]': 1, '[[][][]]': 1 ",4,2,4
0,4,0,8,28,['[][]' '[[][][]][]' '[][]' '[][][]']," '[][]': 2, '[[][][]][]': 1, '[][][]': 1 ",4,1.5,2.828427125
5,1,0,10,33,['[][]' '[][[][]]' '[][]' '[][][][]']," '[][]': 2, '[][[][]]': 1, '[][][][]': 1 ",4,1.5,2.828427125
0,3,1,9,25,['[][][]' '[][[][]]' '[[][]]' '[[][][]]']," '[][][]': 1, '[][[][]]': 1, '[[][]]': 1, '[[][][]]': 1 ",4,2,4
4,3,1,9,30,['[[][]]' '[][]' '[]' '[][[][][]]']," '[[][]]': 1, '[][]': 1, '[]': 1, '[][[][][]]': 1 ",4,2,4
0,4,1,5,28,['[[][][][]]' '[][]' '[][][]' '[]']," '[[][][][]]': 1, '[][]': 1, '[][][]': 1, '[]': 1 ",4,2,4
0,3,1,7,21,['[][]' '[][]' '[][][]' '[][]']," '[][]': 3, '[][][]': 1 ",4,0.811278124,1.754765351
0,3,1,6,19,['[]' '[][][]' '[][]' '[][][][]']," '[]': 1, '[][][]': 1, '[][]': 1, '[][][][]': 1 ",4,2,4
0,4,1,5,29,['[[][][]]' '[[][]][]' '[][]' '[][][]']," '[[][][]]': 1, '[[][]][]': 1, '[][]': 1, '[][][]': 1 ",4,2,4
1,3,0,5,17,['[][][]' '[][]' '[][][][]' '[][][]']," '[][][]': 2, '[][]': 1, '[][][][]': 1 ",4,1.5,2.828427125
3,1,0,11,32,['[[][]][]' '[][][][]' '[][]' '[]']," '[[][]][]': 1, '[][][][]': 1, '[][]': 1, '[]': 1 ",4,2,4
1,3,0,10,28,['[[][]]' '[][][]' '[][]' '[][]']," '[][]': 2, '[[][]]': 1, '[][][]': 1 ",4,1.5,2.828427125
1,3,0,9,24,['[][]' '[][][][]' '[][][]' '[][[][]]']," '[][]': 1, '[][][][]': 1, '[][][]': 1, '[][[][]]': 1 ",4,2,4
0,2,0,3,18,['[]' '[][][][]' '[[][]]' '[][]']," '[]': 1, '[][][][]': 1, '[[][]]': 1, '[][]': 1 ",4,2,4
4,2,1,9,29,['[][]' '[[][][]]' '[][]' '[][]']," '[][]': 3, '[[][][]]': 1 ",4,0.811278124,1.754765351
1,1,0,6,19,['[][][]' '[[][]]' '[]' '[][]']," '[][][]': 1, '[[][]]': 1, '[]': 1, '[][]': 1 ",4,2,4
3,2,0,10,26,['[][][]' '[]' '[][]' '[]']," '[]': 2, '[][][]': 1, '[][]': 1 ",4,1.5,2.828427125
4,1,0,11,33,['[][]' '[][]' '[][][]' '[[][]]']," '[][]': 2, '[][][]': 1, '[[][]]': 1 ",4,1.5,2.828427125
3,1,0,8,23,['[[][]]' '[]' '[][]' '[]']," '[]': 2, '[[][]]': 1, '[][]': 1 ",4,1.5,2.828427125
4,2,0,11,33,['[[][][]]' '[[][][][]]' '[[][]]' '[][][]']," '[[][][]]': 1, '[[][][][]]': 1, '[[][]]': 1, '[][][]': 1 ",4,2,4
0,2,0,3,17,['[]' '[]' '[]' '[][]']," '[]': 3, '[][]': 1 ",4,0.811278124,1.754765351
0,1,0,6,18,['[][]' '[][]' '[]' '[][][]']," '[][]': 2, '[]': 1, '[][][]': 1 ",4,1.5,2.828427125
1,1,0,6,32,['[][]' '[][]' '[][]' '[][]'], '[][]': 4 ,4,0,1
1,1,0,5,17,['[][]' '[[][]]' '[][]' '[][]']," '[][]': 3, '[[][]]': 1 ",4,0.811278124,1.754765351
1,3,1,7,21,['[[][]][]' '[][]' '[][[][]]' '[[][][][]]']," '[[][]][]': 1, '[][]': 1, '[][[][]]': 1, '[[][][][]]': 1 ",4,2,4
0,2,1,4,24,['[[][]][]' '[[][][]]' '[][]' '[][]']," '[][]': 2, '[[][]][]': 1, '[[][][]]': 1 ",4,1.5,2.828427125
0,2,0,4,27,['[][][]' '[][][]' '[]' '[]']," '[][][]': 2, '[]': 2 ",4,1,2
1,2,0,9,24,['[]' '[][]' '[[][][]]' '[[][]][]']," '[]': 1, '[][]': 1, '[[][][]]': 1, '[[][]][]': 1 ",4,2,4
3,2,0,10,27,['[]' '[][]' '[][]' '[][][][]']," '[][]': 2, '[]': 1, '[][][][]': 1 ",4,1.5,2.828427125
0,1,0,9,27,['[][]' '[][]' '[[][]]' '[][]']," '[][]': 3, '[[][]]': 1 ",4,0.811278124,1.754765351
0,1,0,9,26,['[][][]' '[]' '[[][]]' '[[][]]']," '[[][]]': 2, '[][][]': 1, '[]': 1 ",4,1.5,2.828427125
1,2,0,5,16,['[][][]' '[]' '[][][]' '[][]']," '[][][]': 2, '[]': 1, '[][]': 1 ",4,1.5,2.828427125
0,2,1,4,16,['[][]' '[[][]]' '[][][]' '[[][][]]']," '[][]': 1, '[[][]]': 1, '[][][]': 1, '[[][][]]': 1 ",4,2,4
1,1,0,9,34,['[][]' '[]' '[[][]]' '[][][]']," '[][]': 1, '[]': 1, '[[][]]': 1, '[][][]': 1 ",4,2,4
1,1,0,4,21,['[][][]' '[][]' '[[][]]' '[][][]']," '[][][]': 2, '[][]': 1, '[[][]]': 1 ",4,1.5,2.828427125
1,2,0,4,14,['[[][]][]' '[[][]]' '[][]' '[][]']," '[][]': 2, '[[][]][]': 1, '[[][]]': 1 ",4,1.5,2.828427125
0,1,0,7,34,['[][]' '[[][]]' '[][][]' '[][]']," '[][]': 2, '[[][]]': 1, '[][][]': 1 ",4,1.5,2.828427125
1,1,0,4,22,['[][]' '[]' '[[][][]]' '[]']," '[]': 2, '[][]': 1, '[[][][]]': 1 ",4,1.5,2.828427125
0,2,0,9,24,['[][]' '[[][]]' '[][][]' '[][]']," '[][]': 2, '[[][]]': 1, '[][][]': 1 ",4,1.5,2.828427125
0,2,0,8,34,['[][][]' '[]' '[[][]][]' '[]']," '[]': 2, '[][][]': 1, '[[][]][]': 1 ",4,1.5,2.828427125
4,2,1,9,31,['[][]' '[][][]' '[[][][][]]' '[[][]][]']," '[][]': 1, '[][][]': 1, '[[][][][]]': 1, '[[][]][]': 1 ",4,2,4
0,1,0,4,25,['[[][]]' '[[][]][]' '[][][]' '[[][][][]]']," '[[][]]': 1, '[[][]][]': 1, '[][][]': 1, '[[][][][]]': 1 ",4,2,4
0,2,0,6,17,['[][]' '[]' '[][][]' '[][]']," '[][]': 2, '[]': 1, '[][][]': 1 ",4,1.5,2.828427125
3,2,0,11,30,['[[][]]' '[[][][]]' '[][][]' '[][]']," '[[][]]': 1, '[[][][]]': 1, '[][][]': 1, '[][]': 1 ",4,2,4
0,4,0,8,31,['[][]' '[][]' '[[][][]]']," '[][]': 2, '[[][][]]': 1 ",3,0.918295834,1.889881575
2,2,0,11,32,['[]' '[][]' '[][]']," '[][]': 2, '[]': 1 ",3,0.918295834,1.889881575
2,4,1,8,32,['[[][]][]' '[[][][]]' '[[][][]]']," '[[][][]]': 2, '[[][]][]': 1 ",3,0.918295834,1.889881575
4,2,1,9,30,['[][]' '[[][]]' '[][][][]']," '[][]': 1, '[[][]]': 1, '[][][][]': 1 ",3,1.584962501,3
0,5,1,7,26,['[][]' '[][]' '[[][]]']," '[][]': 2, '[[][]]': 1 ",3,0.918295834,1.889881575
1,1,0,10,26,['[][]' '[][]' '[[][]]']," '[][]': 2, '[[][]]': 1 ",3,0.918295834,1.889881575
2,1,0,9,23,['[][]' '[[][]]' '[[][]]']," '[[][]]': 2, '[][]': 1 ",3,0.918295834,1.889881575
1,2,0,4,16,['[][[][]]' '[][[][][]]' '[][]']," '[][[][]]': 1, '[][[][][]]': 1, '[][]': 1 ",3,1.584962501,3
4,3,1,11,32,['[][][]' '[[][]][]' '[][]']," '[][][]': 1, '[[][]][]': 1, '[][]': 1 ",3,1.584962501,3
4,2,1,8,29,['[]' '[][]' '[][[][][][]]']," '[]': 1, '[][]': 1, '[][[][][][]]': 1 ",3,1.584962501,3
4,2,1,8,30,['[[][][]][]' '[]' '[[][]]']," '[[][][]][]': 1, '[]': 1, '[[][]]': 1 ",3,1.584962501,3
3,1,0,8,34,['[[][]]' '[[][]]' '[][]']," '[[][]]': 2, '[][]': 1 ",3,0.918295834,1.889881575
1,1,0,11,30,['[]' '[]' '[[][][]][]']," '[]': 2, '[[][][]][]': 1 ",3,0.918295834,1.889881575
2,1,0,9,24,['[]' '[]' '[]'], '[]': 3 ,3,0,1
3,1,0,11,34,['[][][]' '[][]' '[[][][]]']," '[][][]': 1, '[][]': 1, '[[][][]]': 1 ",3,1.584962501,3
